route,id,name,lat,lon,type,altitude,height,width
Mike_5,2,Taubaté,-23.021666667,-45.535555556,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_6,1,Taubaté,-23.021666667,-45.535555556,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_6,2,Mike_6_GN_1,-22.976,-45.4482,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_6,3,Mike_6_GN_2,-22.9192,-45.3666,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_6,4,Pedágio Dutra,-22.9302777779999,-45.360833333,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_7,1,Pedágio Dutra,-22.9302777779999,-45.360833333,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_7,2,Mike_7_GN_1,-22.905450000000002,-45.3129,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_7,3,Roseira,-22.902222223,-45.3066666669999,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_8,1,Roseira,-22.902222223,-45.3066666669999,Node,1322.1928609156346,240.79199229465627,5556.0
Mike_8,2,Mike_8_GN_1,-22.88965,-45.2882,Node,1322.1928609156346,240.79199229465627,5556.0
